innovation,eml,scope,disease,eml_date,nra,nra_date,gra,gra_date,gra_body,dose,form,alternative_names,category,technology,target_population,indication,archetype,phase_1_status,phase_1_date,phase_2_status,phase_2_date,phase_3_status,phase_3_date,phase_4_status,phase_4_date,trial_status,trial_status_notes,date_trial_status,manufacturer,dalys,disease_prevalence,improvement,dalys_averted,deaths_averted,yll,hs_costs,dalys_monetized,prob_success,procurement,reg_approval,policy_readiness,social_context,guidelines,policy_implemented,date_market,country_supply,distribution,delivery_model,efficacy,data_source,readiness,financing,impact_potential,introduction_readiness,date_proof_of_concept,date_first_regulatory,date_first_launch,proj_date_first_regulatory,proj_date_first_launch,proj_date_lmic_20_uptake
APTIMA HIV-1 Quant Assay,NA,South Africa,HIV,NA,NA,NA,Yes,11/5/20,US_FDA,NA,NA,NA,Diagnostic,In vitro nucleic acid amplification test (NAAT),all ages HIV,Diagnosis of infection with HIV-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,11/5/20,"Hologic, Inc.",45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,11/5/20,11/5/20,11/5/20,11/5/20,11/5/20,11/5/25
APTIMA HIV-1 Quant Assay,NA,WHO,HIV,NA,NA,NA,Yes,11/5/20,US_FDA,NA,NA,NA,Diagnostic,In vitro nucleic acid amplification test (NAAT),all ages HIV,Diagnosis of infection with HIV-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,11/5/20,"Hologic, Inc.",45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,11/5/20,11/5/20,11/5/20,11/5/20,11/5/20,11/5/25
APTIMA HIV-1 RNA Qualitative Assay,NA,Kenya,HIV,NA,No,NA,Yes,10/4/06,US_FDA,NA,NA,NA,Diagnostic,Transcription-mediated amplification,all ages HIV,Diagnosis of infection with HIV-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,10/4/06,Gen-Probe Incorporated,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,10/4/06,10/4/06,10/4/06,10/4/06,10/4/06,10/4/11
APTIMA HIV-1 RNA Qualitative Assay,NA,Senegal,HIV,NA,No,NA,Yes,10/4/06,US_FDA,NA,NA,NA,Diagnostic,Transcription-mediated amplification,all ages HIV,Diagnosis of infection with HIV-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,10/4/06,Gen-Probe Incorporated,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,10/4/06,10/4/06,10/4/06,10/4/06,10/4/06,10/4/11
APTIMA HIV-1 RNA Qualitative Assay,NA,South Africa,HIV,NA,NA,NA,Yes,10/4/06,US_FDA,NA,NA,NA,Diagnostic,Transcription-mediated amplification,all ages HIV,Diagnosis of infection with HIV-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,10/4/06,Gen-Probe Incorporated,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,10/4/06,10/4/06,10/4/06,10/4/06,10/4/06,10/4/11
APTIMA HIV-1 RNA Qualitative Assay,NA,WHO,HIV,NA,NA,NA,Yes,10/4/06,US_FDA,NA,NA,NA,Diagnostic,Transcription-mediated amplification,all ages HIV,Diagnosis of infection with HIV-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,10/4/06,Gen-Probe Incorporated,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,10/4/06,10/4/06,10/4/06,10/4/06,10/4/06,10/4/11
ARCHITECT HIV Ag/Ab Combo,NA,Kenya,HIV,NA,No,NA,Yes,6/18/10,US_FDA,NA,NA,NA,Diagnostic,Chemiluminescent microparticle immunoassay,adult HIV,For staging of advanced HIV disease; To monitor response to antiretroviral therapy (in settings where quantifying viral load is not available),New Chemical Entity,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,6/18/10,Abbott Laboratories,25000000,39400000,NA,NA,NA,NA,45.8,NA,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,6/18/10,6/18/10,6/18/10,6/18/10,6/18/10,6/18/15
ARCHITECT HIV Ag/Ab Combo,NA,Senegal,HIV,NA,No,NA,Yes,6/18/10,US_FDA,NA,NA,NA,Diagnostic,Chemiluminescent microparticle immunoassay,adult HIV,For staging of advanced HIV disease; To monitor response to antiretroviral therapy (in settings where quantifying viral load is not available),New Chemical Entity,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,6/18/10,Abbott Laboratories,25000000,39400000,NA,NA,NA,NA,45.8,NA,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,6/18/10,6/18/10,6/18/10,6/18/10,6/18/10,6/18/15
ARCHITECT HIV Ag/Ab Combo,NA,South Africa,HIV,NA,NA,NA,Yes,6/18/10,US_FDA,NA,NA,NA,Diagnostic,Chemiluminescent microparticle immunoassay,adult HIV,For staging of advanced HIV disease; To monitor response to antiretroviral therapy (in settings where quantifying viral load is not available),New Chemical Entity,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,6/18/10,Abbott Laboratories,25000000,39400000,NA,NA,NA,NA,45.8,NA,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,6/18/10,6/18/10,6/18/10,6/18/10,6/18/10,6/18/15
ARCHITECT HIV Ag/Ab Combo,NA,WHO,HIV,NA,NA,NA,Yes,6/18/10,US_FDA,NA,NA,NA,Diagnostic,Chemiluminescent microparticle immunoassay,adult HIV,For staging of advanced HIV disease; To monitor response to antiretroviral therapy (in settings where quantifying viral load is not available),New Chemical Entity,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,6/18/10,Abbott Laboratories,25000000,39400000,NA,NA,NA,NA,45.8,NA,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,6/18/10,6/18/10,6/18/10,6/18/10,6/18/10,6/18/15
ASSURE TB Rapid Test,NA,Kenya,Tuberculosis,NA,No,NA,NA,NA,NA,NA,NA,NA,Diagnostic,Indirect solidphase immunochromatographic assay,all age TB,Diagnosis of mycobacterium tuberculosis,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,NA,"Drugs for Neglected Diseases initiative (DNDi); CIPLA Ltd; Medicines for Malaria Venture (MMV); Oswaldo Cruz Foundation (FIOCRUZ), Funda√ß√£o Oswaldo Cruz (including FIOCRUZ Amazonia and Instituto Le√¥nidas & Maria Deane (ILMD))",55000000,250000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASSURE TB Rapid Test,NA,Senegal,Tuberculosis,NA,No,NA,NA,NA,NA,NA,NA,NA,Diagnostic,Indirect solidphase immunochromatographic assay,all age TB,Diagnosis of mycobacterium tuberculosis,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,NA,"Drugs for Neglected Diseases initiative (DNDi); CIPLA Ltd; Medicines for Malaria Venture (MMV); Oswaldo Cruz Foundation (FIOCRUZ), Funda√ß√£o Oswaldo Cruz (including FIOCRUZ Amazonia and Instituto Le√¥nidas & Maria Deane (ILMD))",55000000,250000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASSURE TB Rapid Test,NA,South Africa,Tuberculosis,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diagnostic,Indirect solidphase immunochromatographic assay,all age TB,Diagnosis of mycobacterium tuberculosis,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,NA,"Drugs for Neglected Diseases initiative (DNDi); CIPLA Ltd; Medicines for Malaria Venture (MMV); Oswaldo Cruz Foundation (FIOCRUZ), Funda√ß√£o Oswaldo Cruz (including FIOCRUZ Amazonia and Instituto Le√¥nidas & Maria Deane (ILMD))",55000000,250000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASSURE TB Rapid Test,NA,WHO,Tuberculosis,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diagnostic,Indirect solidphase immunochromatographic assay,all age TB,Diagnosis of mycobacterium tuberculosis,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approved / Marketed,NA,NA,"Drugs for Neglected Diseases initiative (DNDi); CIPLA Ltd; Medicines for Malaria Venture (MMV); Oswaldo Cruz Foundation (FIOCRUZ), Funda√ß√£o Oswaldo Cruz (including FIOCRUZ Amazonia and Instituto Le√¥nidas & Maria Deane (ILMD))",55000000,250000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abacavir / Lamivudine / Lopinavir / Ritonavir,NA,Kenya,HIV,NA,No,NA,No,NA,NA,NA,NA,(ABC/3TC/LPV/r)-4-in-1,Therapeutic,Small Molecule,Children with HIV,Treatment of HIV infected with HIV,NA,Completed,NA,Yes,6/7/19,NA,NA,NA,NA,Phase 2,NA,6/7/19,NA,8000000,1400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,6/7/19,NA,NA,1/18/22,5/15/22,5/16/27
Abacavir / Lamivudine / Lopinavir / Ritonavir,NA,Senegal,HIV,NA,No,NA,No,NA,NA,NA,NA,(ABC/3TC/LPV/r)-4-in-1,Therapeutic,Small Molecule,Children with HIV,Treatment of HIV infected with HIV,NA,Completed,NA,Yes,6/7/19,NA,NA,NA,NA,Phase 2,NA,6/7/19,NA,8000000,1400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,6/7/19,NA,NA,1/18/22,5/15/22,5/16/27
Abacavir / Lamivudine / Lopinavir / Ritonavir,NA,South Africa,HIV,NA,NA,NA,No,NA,NA,NA,NA,(ABC/3TC/LPV/r)-4-in-1,Therapeutic,Small Molecule,Children with HIV,Treatment of HIV infected with HIV,NA,Completed,NA,Yes,6/7/19,NA,NA,NA,NA,Phase 2,NA,6/7/19,NA,8000000,1400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,6/7/19,NA,NA,1/18/22,5/15/22,5/16/27
Abacavir / Lamivudine / Lopinavir / Ritonavir,NA,WHO,HIV,NA,NA,NA,No,NA,NA,NA,NA,(ABC/3TC/LPV/r)-4-in-1,Therapeutic,Small Molecule,Children with HIV,Treatment of HIV infected with HIV,NA,Completed,NA,Yes,6/7/19,NA,NA,NA,NA,Phase 2,NA,6/7/19,NA,8000000,1400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,6/7/19,NA,NA,1/18/22,5/15/22,5/16/27
Abacavir/Dolutegravir /Lamivudine,NA,Kenya,HIV,NA,No,NA,Yes,NA,NA,"60/05/30mg 
600/50/300mg",Tablet,Triumeq,Therapeutic,Combination antiretroviral therapy (cART),all ages HIV,Treatment of HIV,NA,Completed,NA,Yes,NA,Completed,NA,Completed,NA,Approved / Marketed,NA,5/12/24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/12/24,5/12/24,5/12/24,5/12/24,5/12/24,5/12/29
Abacavir/Dolutegravir /Lamivudine,NA,Senegal,HIV,NA,No,NA,Yes,NA,NA,"60/05/30mg 
600/50/300mg",Tablet,Triumeq,Therapeutic,Combination antiretroviral therapy (cART),all ages HIV,Treatment of HIV,NA,Completed,NA,Yes,NA,Completed,NA,Completed,NA,Approved / Marketed,NA,5/12/24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/12/24,5/12/24,5/12/24,5/12/24,5/12/24,5/12/29
Abacavir/Dolutegravir /Lamivudine,NA,South Africa,HIV,NA,NA,NA,Yes,NA,NA,"60/05/30mg 
600/50/300mg",Tablet,Triumeq,Therapeutic,Combination antiretroviral therapy (cART),all ages HIV,Treatment of HIV,NA,Completed,NA,Yes,NA,Completed,NA,Completed,NA,Approved / Marketed,NA,5/12/24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/12/24,5/12/24,5/12/24,5/12/24,5/12/24,5/12/29
Abacavir/Dolutegravir /Lamivudine,NA,WHO,HIV,NA,NA,NA,Yes,NA,NA,"60/05/30mg 
600/50/300mg",Tablet,Triumeq,Therapeutic,Combination antiretroviral therapy (cART),all ages HIV,Treatment of HIV,NA,Completed,NA,Yes,NA,Completed,NA,Completed,NA,Approved / Marketed,NA,5/12/24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/12/24,5/12/24,5/12/24,5/12/24,5/12/24,5/12/29
Abate,NA,Kenya,Malaria,NA,No,NA,Yes,4/18/18,WHO_PQ,NA,NA,NA,Vector-Controlled Products,Larvicide,all ages malaria,Prevention of Malaria,NA,NA,NA,NA,NA,NA,NA,Completed,4/18/18,Phase 4,NA,4/18/18,BASF SE,55000000,250000000,NA,NA,NA,NA,45.8,NA,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,4/18/18,4/18/18,4/18/18,4/18/18,4/18/18,4/18/23
Abate,NA,Senegal,Malaria,NA,No,NA,Yes,4/18/18,WHO_PQ,NA,NA,NA,Vector-Controlled Products,Larvicide,all ages malaria,Prevention of Malaria,NA,NA,NA,NA,NA,NA,NA,Completed,4/18/18,Phase 4,NA,4/18/18,BASF SE,55000000,250000000,NA,NA,NA,NA,45.8,NA,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,4/18/18,4/18/18,4/18/18,4/18/18,4/18/18,4/18/23
Abate,NA,South Africa,Malaria,NA,NA,NA,Yes,4/18/18,WHO_PQ,NA,NA,NA,Vector-Controlled Products,Larvicide,all ages malaria,Prevention of Malaria,NA,NA,NA,NA,NA,NA,NA,Completed,4/18/18,Phase 4,NA,4/18/18,BASF SE,55000000,250000000,NA,NA,NA,NA,45.8,NA,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,4/18/18,4/18/18,4/18/18,4/18/18,4/18/18,4/18/23
Abate,NA,WHO,Malaria,NA,NA,NA,Yes,4/18/18,WHO_PQ,NA,NA,NA,Vector-Controlled Products,Larvicide,all ages malaria,Prevention of Malaria,NA,NA,NA,NA,NA,NA,NA,Completed,4/18/18,Phase 4,NA,4/18/18,BASF SE,55000000,250000000,NA,NA,NA,NA,45.8,NA,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,4/18/18,4/18/18,4/18/18,4/18/18,4/18/18,4/18/23
Abbott RealTime HIV-1 (Manual),NA,Kenya,HIV,NA,No,NA,Yes,NA,WHO PQ,NA,NA,NA,Diagnostic,Quantitative RT-PCR,all ages HIV,Viral load quantification,NA,NA,NA,NA,NA,NA,NA,Completed,5/30/13,Phase 4,NA,5/30/13,NA,8000000,1400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,5/30/13,NA,NA,1/11/16,5/7/16,5/8/21
Abbott RealTime HIV-1 (Manual),NA,Senegal,HIV,NA,No,NA,Yes,NA,WHO PQ,NA,NA,NA,Diagnostic,Quantitative RT-PCR,all ages HIV,Viral load quantification,NA,NA,NA,NA,NA,NA,NA,Completed,5/30/13,Phase 4,NA,5/30/13,NA,8000000,1400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,5/30/13,NA,NA,1/11/16,5/7/16,5/8/21
Abbott RealTime HIV-1 (Manual),NA,South Africa,HIV,NA,NA,NA,Yes,NA,WHO PQ,NA,NA,NA,Diagnostic,Quantitative RT-PCR,all ages HIV,Viral load quantification,NA,NA,NA,NA,NA,NA,NA,Completed,5/30/13,Phase 4,NA,5/30/13,NA,8000000,1400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,5/30/13,NA,NA,1/11/16,5/7/16,5/8/21
Abbott RealTime HIV-1 (Manual),NA,WHO,HIV,NA,NA,NA,Yes,NA,WHO PQ,NA,NA,NA,Diagnostic,Quantitative RT-PCR,all ages HIV,Viral load quantification,NA,NA,NA,NA,NA,NA,NA,Completed,5/30/13,Phase 4,NA,5/30/13,NA,8000000,1400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,5/30/13,NA,NA,1/11/16,5/7/16,5/8/21
Abbott RealTime HIV-1 (m2000sp),NA,Kenya,HIV,NA,No,NA,Yes,NA,WHO PQ,NA,NA,NA,Diagnostic,Real-time nucleic acid amplification (RT-PCR),all ages HIV,Viral load quantification,NA,NA,NA,NA,NA,NA,NA,Completed,10/17/11,Phase 4,NA,10/17/11,NA,8000000,1400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,10/17/11,NA,NA,5/30/14,9/24/14,9/25/19
Abbott RealTime HIV-1 (m2000sp),NA,Senegal,HIV,NA,No,NA,Yes,NA,WHO PQ,NA,NA,NA,Diagnostic,Real-time nucleic acid amplification (RT-PCR),all ages HIV,Viral load quantification,NA,NA,NA,NA,NA,NA,NA,Completed,10/17/11,Phase 4,NA,10/17/11,NA,8000000,1400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,10/17/11,NA,NA,5/30/14,9/24/14,9/25/19
Abbott RealTime HIV-1 (m2000sp),NA,South Africa,HIV,NA,NA,NA,Yes,NA,WHO PQ,NA,NA,NA,Diagnostic,Real-time nucleic acid amplification (RT-PCR),all ages HIV,Viral load quantification,NA,NA,NA,NA,NA,NA,NA,Completed,10/17/11,Phase 4,NA,10/17/11,NA,8000000,1400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,10/17/11,NA,NA,5/30/14,9/24/14,9/25/19
Abbott RealTime HIV-1 (m2000sp),NA,WHO,HIV,NA,NA,NA,Yes,NA,WHO PQ,NA,NA,NA,Diagnostic,Real-time nucleic acid amplification (RT-PCR),all ages HIV,Viral load quantification,NA,NA,NA,NA,NA,NA,NA,Completed,10/17/11,Phase 4,NA,10/17/11,NA,8000000,1400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,10/17/11,NA,NA,5/30/14,9/24/14,9/25/19
Abbott RealTime HIV-1 (m24sp),NA,Kenya,HIV,NA,No,NA,Yes,NA,WHO PQ,NA,NA,NA,Diagnostic,Quantitative viral load assay ,all ages HIV,Viral load quantification,NA,NA,NA,NA,NA,NA,NA,Completed,10/11/11,Phase 4,NA,10/11/11,NA,8000000,1400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,10/11/11,NA,NA,5/24/14,9/18/14,9/19/19
Abbott RealTime HIV-1 (m24sp),NA,Senegal,HIV,NA,No,NA,Yes,NA,WHO PQ,NA,NA,NA,Diagnostic,Quantitative viral load assay ,all ages HIV,Viral load quantification,NA,NA,NA,NA,NA,NA,NA,Completed,10/11/11,Phase 4,NA,10/11/11,NA,8000000,1400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,10/11/11,NA,NA,5/24/14,9/18/14,9/19/19
Abbott RealTime HIV-1 (m24sp),NA,South Africa,HIV,NA,NA,NA,Yes,NA,WHO PQ,NA,NA,NA,Diagnostic,Quantitative viral load assay ,all ages HIV,Viral load quantification,NA,NA,NA,NA,NA,NA,NA,Completed,10/11/11,Phase 4,NA,10/11/11,NA,8000000,1400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,10/11/11,NA,NA,5/24/14,9/18/14,9/19/19
Abbott RealTime HIV-1 (m24sp),NA,WHO,HIV,NA,NA,NA,Yes,NA,WHO PQ,NA,NA,NA,Diagnostic,Quantitative viral load assay ,all ages HIV,Viral load quantification,NA,NA,NA,NA,NA,NA,NA,Completed,10/11/11,Phase 4,NA,10/11/11,NA,8000000,1400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,10/11/11,NA,NA,5/24/14,9/18/14,9/19/19
Abbott RealTime HIV-1 Qualitative (Manual),NA,Kenya,HIV,NA,No,NA,Yes,NA,WHO PQ,NA,NA,NA,Diagnostic,Qualitative RT-PCR assay,all ages HIV,Diagnosis of infection with HIV-2,NA,NA,NA,NA,NA,NA,NA,Completed,5/30/13,Phase 4,NA,5/30/13,NA,8000000,1400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,5/30/13,NA,NA,1/11/16,5/7/16,5/8/21
Abbott RealTime HIV-1 Qualitative (Manual),NA,Senegal,HIV,NA,No,NA,Yes,NA,WHO PQ,NA,NA,NA,Diagnostic,Qualitative RT-PCR assay,all ages HIV,Diagnosis of infection with HIV-2,NA,NA,NA,NA,NA,NA,NA,Completed,5/30/13,Phase 4,NA,5/30/13,NA,8000000,1400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,5/30/13,NA,NA,1/11/16,5/7/16,5/8/21
Abbott RealTime HIV-1 Qualitative (Manual),NA,South Africa,HIV,NA,NA,NA,Yes,NA,WHO PQ,NA,NA,NA,Diagnostic,Qualitative RT-PCR assay,all ages HIV,Diagnosis of infection with HIV-2,NA,NA,NA,NA,NA,NA,NA,Completed,5/30/13,Phase 4,NA,5/30/13,NA,8000000,1400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,5/30/13,NA,NA,1/11/16,5/7/16,5/8/21
Abbott RealTime HIV-1 Qualitative (Manual),NA,WHO,HIV,NA,NA,NA,Yes,NA,WHO PQ,NA,NA,NA,Diagnostic,Qualitative RT-PCR assay,all ages HIV,Diagnosis of infection with HIV-2,NA,NA,NA,NA,NA,NA,NA,Completed,5/30/13,Phase 4,NA,5/30/13,NA,8000000,1400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,5/30/13,NA,NA,1/11/16,5/7/16,5/8/21
Abbott RealTime HIV-1 Qualitative (m2000sp),NA,Kenya,HIV,NA,No,NA,Yes,NA,WHO PQ,NA,NA,NA,Diagnostic,Qualitative RT-PCR assay,all ages HIV,Diagnosis of infection with HIV-1,NA,NA,NA,NA,NA,NA,NA,Completed,5/30/13,Phase 4,NA,5/30/13,NA,8000000,1400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,5/30/13,NA,NA,1/11/16,5/7/16,5/8/21
Abbott RealTime HIV-1 Qualitative (m2000sp),NA,Senegal,HIV,NA,No,NA,Yes,NA,WHO PQ,NA,NA,NA,Diagnostic,Qualitative RT-PCR assay,all ages HIV,Diagnosis of infection with HIV-1,NA,NA,NA,NA,NA,NA,NA,Completed,5/30/13,Phase 4,NA,5/30/13,NA,8000000,1400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact Global Health :https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,NA,5/30/13,NA,NA,1/11/16,5/7/16,5/8/21
