Innovation,Alternative Names,Category,Disease,Indication,Stage,trial_completion_date,TargetPop,is_on_fda,dates_fda,records_fda,time_to_regulatory_approval,time_approval_to_first_launch,time_launch_to_20lmic,time_to_market,expected_date_of_regulatory_approval,expected_date_of_first_launch,expected_date_of_market,Readiness,LeadOrg,Impact Score,Country,Impact Potential,Disease Burden,Epidemiological impact,Alignment with goals,Cost-effectiveness,Budget Impact,Resource optimization,Introduction Readiness,Financing,Policy,Uptake/Delivery,Probability of technical and regulatory success,Procurement model,Regulatory approvals,Policy readiness,Social context,Guidelines and training,Policy implemented,Advance launch and planning/timeline,Demand forecasting and generation,Potential supply chain,Delivery model
Coartem Treatment,Molecule Z,Drug,Malaria,Malaria,Phase 2,2017-02-01,"Sex: MALE; Age: >18 Years; Criteria: Inclusion Criteria

1. Adult Malian males ³ 18 years of age,
2. Uncomplicated malaria with ³ 2,000 asexual P. falciparum parasites per ul, and
3. Informed consent obtained and signed.

Exclusion Crite...",No,2018-01-20,FDA-99287,4.41,0.98,21,26.39,2021-06-30,2022-06-23,2043-06-23,72,AstraZeneca,68,Kenya,55.83333333,5,83,90,44,72,41,45,1,2,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"RTS,S/AS01B",AltName B,Biological,Malaria,Malaria,Phase 2,2018-09-24,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

* Subjects who, in the opinion of the investigator, can and will comply with the requirements of the protocol.
* Written informed consent obtained from the subject prior to perfor...",No,2019-01-03,FDA-14918,4.41,0.98,21,26.39,2023-02-20,2024-02-13,2045-02-12,80,Bayer,37,South Africa,39.83333333,65,75,0,7,88,4,27,1,2,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
M5717 500 mg,AltName A,Drug,Malaria,Malaria,Phase 2,2024-05-28,"Sex: ALL; Age: >12 Years; Criteria: Inclusion Criteria:

* Participants with microscopic confirmation of acute uncomplicated Plasmodium falciparum using Giemsa-stained thick and thin film
* P. falciparum parasitemia of 1,000 to 50,000 a...",No,2024-08-30,FDA-65429,4.41,0.98,21,26.39,2028-10-24,2029-10-17,2050-10-17,94,AstraZeneca,61,Kenya,51.83333333,65,68,57,56,65,0,64,2,4,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Falciparum Malaria Protein 11 with AS02A adjuvant,Molecule Z,Biological,Malaria,Malaria,Phase 2,2007-04-01,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

* A male or non-pregnant female 18 to 50 years of age (inclusive) at the time of screening.
* Written informed consent obtained from the subject before screening procedures.
* Fre...",Yes,2007-09-24,FDA-94720,4.41,0.98,21,26.39,2011-08-28,2012-08-20,2033-08-20,24,Gilead,24,Overall,45.5,15,10,96,9,77,66,45,1,3,1,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
M5717 660 mg,GenName Y,Drug,Malaria,Malaria,Phase 2,2024-05-28,"Sex: ALL; Age: >12 Years; Criteria: Inclusion Criteria:

* Participants with microscopic confirmation of acute uncomplicated Plasmodium falciparum using Giemsa-stained thick and thin film
* P. falciparum parasitemia of 1,000 to 50,000 a...",No,2025-04-05,FDA-65674,4.41,0.98,21,26.39,2028-10-24,2029-10-17,2050-10-17,64,Pfizer,31,Overall,54.33333333,20,57,86,84,54,25,27,0,2,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Pyronaridine 360 mg,Comp Beta,Drug,Malaria,Malaria,Phase 2,2024-05-28,"Sex: ALL; Age: >12 Years; Criteria: Inclusion Criteria:

* Participants with microscopic confirmation of acute uncomplicated Plasmodium falciparum using Giemsa-stained thick and thin film
* P. falciparum parasitemia of 1,000 to 50,000 a...",No,2024-09-16,FDA-41417,4.41,0.98,21,26.39,2028-10-24,2029-10-17,2050-10-17,22,GSK,34,Senegal,39,64,64,2,31,35,38,36,1,3,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Pyronaridine 540 mg,Product Alpha,Drug,Malaria,Malaria,Phase 2,2024-05-28,"Sex: ALL; Age: >12 Years; Criteria: Inclusion Criteria:

* Participants with microscopic confirmation of acute uncomplicated Plasmodium falciparum using Giemsa-stained thick and thin film
* P. falciparum parasitemia of 1,000 to 50,000 a...",No,2024-10-09,FDA-97946,4.41,0.98,21,26.39,2028-10-24,2029-10-17,2050-10-17,40,Novartis,70,Kenya,38.66666667,84,43,5,67,7,26,45,0,3,2,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
Pyronaridine 720 mg,AltName A,Drug,Malaria,Malaria,Phase 2,2024-05-28,"Sex: ALL; Age: >12 Years; Criteria: Inclusion Criteria:

* Participants with microscopic confirmation of acute uncomplicated Plasmodium falciparum using Giemsa-stained thick and thin film
* P. falciparum parasitemia of 1,000 to 50,000 a...",No,2024-10-03,FDA-71482,4.41,0.98,21,26.39,2028-10-24,2029-10-17,2050-10-17,9,Sanofi,43,Kenya,47.66666667,80,52,1,41,47,65,55,1,3,2,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
PvDBPII/Matrix-M1,AltName A,Biological,Malaria,Malaria,Phase 2,2022-07-14,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

* Healthy adult aged 18 to 45 years.
* Red blood cells positive for the Duffy antigen/chemokine receptor (DARC).
* Normal serum levels of Glucose-6-phosphate dehydrogenase (G6PD)....",No,2022-11-28,FDA-52258,4.41,0.98,21,26.39,2026-12-10,2027-12-03,2048-12-02,67,GSK,34,South Africa,54.33333333,75,40,20,86,57,48,45,1,2,2,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
Pb(PfCS@UIS4)-infected mosquitoes,Comp Beta,Biological,Malaria,Malaria,Phase 2,2018-10-03,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

1. Subject is aged ³ 18 and ² 35 years and in good health.
2. Subject has adequate understanding of the procedures of the study and is able and willing (in the investigator's opin...",No,2019-07-17,FDA-74980,4.41,0.98,21,26.39,2023-03-01,2024-02-22,2045-02-21,48,Bayer,93,South Africa,73.16666667,80,86,90,75,71,37,36,0,3,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"RTS,S/AS01E",Comp Beta,Biological,Malaria,Malaria,Phase 2,2018-09-24,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

* Subjects who, in the opinion of the investigator, can and will comply with the requirements of the protocol.
* Written informed consent obtained from the subject prior to perfor...",No,2018-11-25,FDA-42718,4.41,0.98,21,26.39,2023-02-20,2024-02-13,2045-02-12,92,Sanofi,46,Senegal,47.33333333,1,43,78,72,90,0,36,1,2,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
BCG,GenName Y,Biological,Malaria,Malaria,Phase 2,2014-12-23,"Sex: ALL; Age: >1 Day; Criteria: Inclusion Criteria:

All subjects must satisfy the following criteria at study entry:

* A male or female infant between 1 and 7 days (inclusive) of age (where day 1 is day of birth).
* Signed or thum...",No,2015-08-26,FDA-50622,4.41,0.98,21,26.39,2019-05-21,2020-05-13,2041-05-13,24,GSK,7,Overall,65.16666667,24,36,87,67,86,91,45,1,3,1,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
OPV,AltName B,Biological,Malaria,Malaria,Phase 2,2014-12-23,"Sex: ALL; Age: >1 Day; Criteria: Inclusion Criteria:

All subjects must satisfy the following criteria at study entry:

* A male or female infant between 1 and 7 days (inclusive) of age (where day 1 is day of birth).
* Signed or thum...",No,2015-12-22,FDA-53953,4.41,0.98,21,26.39,2019-05-21,2020-05-13,2041-05-13,62,Merck,92,South Africa,20,9,26,29,16,13,27,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Rouvax,Molecule Z,Biological,Malaria,Malaria,Phase 2,2014-12-23,"Sex: ALL; Age: >1 Day; Criteria: Inclusion Criteria:

All subjects must satisfy the following criteria at study entry:

* A male or female infant between 1 and 7 days (inclusive) of age (where day 1 is day of birth).
* Signed or thum...",Yes,2015-09-14,FDA-49074,4.41,0.98,21,26.39,2019-05-21,2020-05-13,2041-05-13,50,Merck,78,Senegal,41,60,16,83,23,1,63,36,1,2,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Chloroquine Phosphate,Comp Beta,Drug,Malaria,Malaria,Phase 2,2021-02-10,"Sex: ALL; Age: >18 Years; Criteria: * INCLUSION CRITERIA:
* Age greater than or equal to 18 and less than or equal to 50 years (for booster phase, age greater than or equal to 18 and less than or equal to 52 years)
* Resident of Bancoum...",Yes,2021-04-20,FDA-96145,4.41,0.98,21,26.39,2025-07-09,2026-07-02,2047-07-02,41,Gilead,5,Kenya,30.33333333,50,36,7,35,24,30,27,0,2,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Polio Sabinª,Comp Beta,Biological,Malaria,Malaria,Phase 2,2009-10-07,"Sex: ALL; Age: >6 Weeks; Criteria: Inclusion Criteria:

* A male or female infant between 6 and 10 weeks of age at the time of first vaccination.
* Signed or thumb-printed informed consent obtained from the parent(s)/guardian(s) of the...",Yes,2010-08-20,FDA-10626,4.41,0.98,21,26.39,2014-03-05,2015-02-26,2036-02-26,29,J&J,52,South Africa,47.83333333,73,59,47,10,14,84,64,0,3,4,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
Malarone,TradeName X,Drug,Malaria,Malaria,Phase 2,2007-10-01,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

* Adult male \& non-pregnant females, 18-65 years
* Fever, defined as \>37.5¼C, during the current illness, or history (within the last 48 hours) of fever.
* Diagnosis of falcipar...",Yes,2008-02-27,FDA-56552,4.41,0.98,21,26.39,2012-02-27,2013-02-19,2034-02-19,19,Pfizer,41,Kenya,55.5,53,53,94,3,60,70,55,1,4,1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
Tritanrixª HepB/Hib,Product Alpha,Biological,Malaria,Malaria,Phase 2,2009-10-07,"Sex: ALL; Age: >6 Weeks; Criteria: Inclusion Criteria:

* A male or female infant between 6 and 10 weeks of age at the time of first vaccination.
* Signed or thumb-printed informed consent obtained from the parent(s)/guardian(s) of the...",No,2010-09-21,FDA-71419,4.41,0.98,21,26.39,2014-03-05,2015-02-26,2036-02-26,69,Sanofi,80,South Africa,37.16666667,7,47,8,52,79,30,55,1,3,2,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
GSK 257049,GenName Y,Biological,Malaria,Malaria,Phase 2,2009-10-07,"Sex: ALL; Age: >6 Weeks; Criteria: Inclusion Criteria:

* A male or female infant between 6 and 10 weeks of age at the time of first vaccination.
* Signed or thumb-printed informed consent obtained from the parent(s)/guardian(s) of the...",No,2010-07-12,FDA-86878,4.41,0.98,21,26.39,2014-03-05,2015-02-26,2036-02-26,55,Merck,58,Kenya,51.16666667,42,92,16,14,58,85,36,1,0,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
p52-/p36- GAP Vaccine,Molecule Z,Biological,Malaria,Malaria,Phase 2,2011-06-01,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

* A male or non-pregnant, non-lactating female 18 to 50 years of age (inclusive) at the time of enrollment
* Free of significant health problems as established by medical history,...",No,2011-08-17,FDA-45160,4.41,0.98,21,26.39,2015-10-28,2016-10-20,2037-10-20,13,Pfizer,25,Kenya,51.83333333,21,100,39,25,98,28,18,1,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
p52-p36- GAP Vaccine,TradeName X,Biological,Malaria,Malaria,Phase 2,2011-06-01,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

* A male or non-pregnant, non-lactating female 18 to 50 years of age (inclusive) at the time of enrollment
* Free of significant health problems as established by medical history,...",No,2011-10-25,FDA-16165,4.41,0.98,21,26.39,2015-10-28,2016-10-20,2037-10-20,38,Bayer,98,Kenya,82.33333333,96,76,98,60,83,81,45,0,5,0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
DSM265,Product Alpha,Drug,Malaria,Malaria,Phase 2,2016-05-01,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

Health status:

* Certified as healthy by a comprehensive clinical assessment (detailed medical history and complete physical examination).
* Normal vital signs after 5 minutes re...",No,2016-07-31,FDA-66367,4.41,0.98,21,26.39,2020-09-27,2021-09-20,2042-09-20,53,Novartis,65,Senegal,57.33333333,10,96,73,13,84,68,55,2,3,1,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
Ferroquine SSR97193,GenName Y,Drug,Malaria,Malaria,Phase 2,2019-09-23,"Sex: ALL; Age: >6 Months; Criteria: Inclusion criteria:

Male or female participant aged greater than (\>) 6 months old and \<70 years old:

* Cohort 1 = 14 years \< age \<70 years and body weight greater than or equal to (\>=) 35 kilog...",Yes,2020-08-26,FDA-84271,4.41,0.98,21,26.39,2024-02-19,2025-02-11,2046-02-11,94,AstraZeneca,22,Overall,50.5,9,71,1,95,33,94,36,0,4,0,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Artefenomel,TradeName X,Drug,Malaria,Malaria,Phase 2,2019-09-23,"Sex: ALL; Age: >6 Months; Criteria: Inclusion criteria:

Male or female participant aged greater than (\>) 6 months old and \<70 years old:

* Cohort 1 = 14 years \< age \<70 years and body weight greater than or equal to (\>=) 35 kilog...",Yes,2020-01-30,FDA-90517,4.41,0.98,21,26.39,2024-02-19,2025-02-11,2046-02-11,74,Merck,4,Senegal,73.5,80,63,99,73,57,69,73,2,2,4,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
L9LS,AltName B,Drug,Malaria,Malaria,Phase 2,2024-06-02,"Sex: ALL; Age: >5 Months; Criteria: Inclusion Criteria

Healthy children aged 5 months to 10 years (Part 1) or 5-59 months (Part 2). Weight ³5 kg and weight ²30 kg (Part 1) or weight ³5 kg and ²22.5 kg (Part 2) or weight ³5 kg and ²20 k...",No,2025-01-14,FDA-29095,4.41,0.98,21,26.39,2028-10-29,2029-10-22,2050-10-22,7,Pfizer,93,South Africa,42.5,20,73,35,87,26,14,55,1,3,2,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
ibuprofen,GenName Y,Drug,Malaria,Malaria,Phase 2,2021-02-10,"Sex: ALL; Age: >18 Years; Criteria: * INCLUSION CRITERIA:
* Age greater than or equal to 18 and less than or equal to 50 years (for booster phase, age greater than or equal to 18 and less than or equal to 52 years)
* Resident of Bancoum...",Yes,2021-04-03,FDA-17236,4.41,0.98,21,26.39,2025-07-09,2026-07-02,2047-07-02,35,GSK,70,Senegal,61.16666667,98,76,3,5,93,92,73,1,4,3,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
Pyrimethamine,TradeName X,Drug,Malaria,Malaria,Phase 2,2021-02-10,"Sex: ALL; Age: >18 Years; Criteria: * INCLUSION CRITERIA:
* Age greater than or equal to 18 and less than or equal to 50 years (for booster phase, age greater than or equal to 18 and less than or equal to 52 years)
* Resident of Bancoum...",Yes,2021-06-10,FDA-28323,4.41,0.98,21,26.39,2025-07-09,2026-07-02,2047-07-02,13,Novartis,87,South Africa,52.16666667,98,53,45,76,41,0,64,2,4,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
PfSPZ Challenge,Product Alpha,Biological,Malaria,Malaria,Phase 2,2021-02-10,"Sex: ALL; Age: >18 Years; Criteria: * INCLUSION CRITERIA:
* Age greater than or equal to 18 and less than or equal to 50 years (for booster phase, age greater than or equal to 18 and less than or equal to 52 years)
* Resident of Bancoum...",Yes,2021-07-17,FDA-88023,4.41,0.98,21,26.39,2025-07-09,2026-07-02,2047-07-02,55,AstraZeneca,24,Overall,57.83333333,88,42,72,43,27,75,55,0,3,3,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
(+)-SJ000557733 (SJ733),AltName B,Drug,Malaria,Malaria,Phase 2,2022-04-15,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

1. Male or female, aged 18 to 70 years of age (inclusive) at screening.
2. Body weight between 45 kg and 90 kg inclusive
3. Presence of mono-infection of P. falciparum or P. vivax...",Yes,2022-10-26,FDA-22276,4.41,0.98,21,26.39,2026-09-11,2027-09-04,2048-09-03,5,Novartis,96,Kenya,39,15,7,65,60,43,44,36,1,2,1,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
TETRActHibª,TradeName X,Biological,Malaria,Malaria,Phase 2,2007-12-27,"Sex: ALL; Age: >6 Weeks; Criteria: Inclusion Criteria:

* A male or female infant of between 6 and 12 weeks of age at the time of first vaccination.
* Written informed consent obtained from the parent(s) or guardian(s) of the subject
*...",Yes,2008-09-28,FDA-83813,4.41,0.98,21,26.39,2012-05-24,2013-05-17,2034-05-17,61,Bayer,27,Overall,44.66666667,85,49,36,15,81,2,36,1,2,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Sanofi-Pasteur's Human Diploid Cell Rabies Vaccine,TradeName X,Biological,Malaria,Malaria,Phase 2,2008-11-11,"Sex: ALL; Age: >5 Months; Criteria: Inclusion Criteria:

* A male or female child of between 5 months and 17 months of age at the time of first vaccination.
* Written or oral, signed or thumb-printed and witnessed informed consent obtai...",Yes,2009-06-10,FDA-27474,4.41,0.98,21,26.39,2013-04-09,2014-04-02,2035-04-02,61,J&J,93,Kenya,60.33333333,10,78,75,100,71,28,36,0,2,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
VRC-MALMAB0100-00-AB (CIS43LS),AltName B,Biological,Malaria,Malaria,Phase 2,2023-07-05,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

* Aged ³18 and ²55 years.
* Able to provide proof of identity to the satisfaction of the study clinician completing the enrollment process.
* In good general health and without cl...",Yes,2024-02-23,FDA-76095,4.41,0.98,21,26.39,2027-12-01,2028-11-23,2049-11-23,31,Merck,45,Overall,34.16666667,43,15,53,8,50,36,36,0,4,0,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"RTS,S/AS01E (Full dose)",AltName B,Biological,Malaria,Malaria,Phase 2,2022-11-14,"Sex: ALL; Age: >5 Months; Criteria: Inclusion Criteria:

* Participants' parent(s)/LAR(s) who, in the opinion of the investigator, can and will comply with the requirements of the protocol (e.g. return for follow-up visits).
* Signed or...",No,2023-06-17,FDA-75711,4.41,0.98,21,26.39,2027-04-12,2028-04-04,2049-04-04,73,Sanofi,84,Overall,54.66666667,87,49,3,79,94,16,45,1,2,2,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
Rabipur,TradeName X,Biological,Malaria,Malaria,Phase 2,2008-05-30,"Sex: ALL; Age: >5 Months; Criteria: Inclusion Criteria:

* A male or female child between 5 months and 17 months of age at the time of first vaccination.
* Written or oral, signed or thumb-printed and witnessed informed consent obtained...",Yes,2009-03-11,FDA-74942,4.41,0.98,21,26.39,2012-10-26,2013-10-19,2034-10-19,27,Novartis,58,Senegal,28.16666667,22,43,43,1,50,10,36,1,2,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
GSK malaria vaccine 257049 Vaccine,AltName B,Biological,Malaria,Malaria,Phase 2,2008-11-11,"Sex: ALL; Age: >5 Months; Criteria: Inclusion Criteria:

* A male or female child of between 5 months and 17 months of age at the time of first vaccination.
* Written or oral, signed or thumb-printed and witnessed informed consent obtai...",Yes,2009-02-04,FDA-86262,4.41,0.98,21,26.39,2013-04-09,2014-04-02,2035-04-02,60,J&J,11,Overall,76.16666667,100,78,67,69,96,47,55,1,3,2,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
Pfs230D1M-EPA/AS01,AltName B,Biological,Malaria,Malaria,Phase 2,2022-10-31,"Sex: ALL; Age: >1 Year; Criteria: * INCLUSION CRITERIA FOR GROUPS 1,2,3:

All of the following criteria must be fulfilled for a volunteer to participate in this trial:

1. Meets age requirements for Arm currently being enrolled.
2. Av...",No,2023-01-08,FDA-44611,4.41,0.98,21,26.39,2027-03-29,2028-03-21,2049-03-21,35,Pfizer,90,Kenya,40.66666667,40,36,13,66,65,24,64,1,3,3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
L9LS (VRC-MALMAB0114-00-AB) intravenous injection,Product Alpha,Biological,Malaria,Malaria,Phase 2,2024-04-20,"Sex: ALL; Age: >6 Years; Criteria: Inclusion Criteria:

* Is within the appropriate age range for the respective cohort:

  1. Children: Aged ³6 years and \<11 years.
  2. Adults: Aged ³18 years.
* Able to provide proof of identity to ...",No,2024-08-07,FDA-59409,4.41,0.98,21,26.39,2028-09-16,2029-09-09,2050-09-09,40,J&J,95,Senegal,59.83333333,27,66,99,81,42,44,55,1,3,2,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
L9LS (VRC-MALMAB0114-00-AB) Subcutaneous injection,Comp Beta,Biological,Malaria,Malaria,Phase 2,2024-04-20,"Sex: ALL; Age: >6 Years; Criteria: Inclusion Criteria:

* Is within the appropriate age range for the respective cohort:

  1. Children: Aged ³6 years and \<11 years.
  2. Adults: Aged ³18 years.
* Able to provide proof of identity to ...",No,2024-07-16,FDA-86450,4.41,0.98,21,26.39,2028-09-16,2029-09-09,2050-09-09,61,J&J,58,Senegal,52.5,69,24,94,44,10,74,45,0,3,2,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
Engerix-B¨,AltName B,Biological,Malaria,Malaria,Phase 2,2009-01-15,"Sex: ALL; Age: >6 Weeks; Criteria: Inclusion criteria:

* A male or female infant between 6 and 10 weeks of age at the time of first vaccination.
* Written or oral, signed or thumb-printed and witnessed informed consent obtained from t...",No,2009-08-08,FDA-65515,4.41,0.98,21,26.39,2013-06-13,2014-06-06,2035-06-06,2,J&J,33,Kenya,42.5,63,58,8,68,5,53,45,1,2,2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
Pyronaridine-Artesunate,Product Alpha,Drug,Malaria,Malaria,Phase 2,2006-12-01,"Sex: ALL; Age: >2 Years; Criteria: Inclusion Criteria:

Patients presenting with symptoms of acute uncomplicated falciparum malaria with the following inclusion criteria:

* Male or female children, being between 2 and 14 years of age ...",No,2007-03-25,FDA-53396,4.41,0.98,21,26.39,2011-04-29,2012-04-21,2033-04-21,23,Sanofi,52,Kenya,53.16666667,17,95,15,92,2,98,55,1,2,3,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
RabAvert,AltName B,Biological,Malaria,Malaria,Phase 2,2007-06-01,"Sex: ALL; Age: >12 Months; Criteria: Inclusion Criteria:

All subjects must satisfy the following criteria at study entry:

* A healthy male or female child, 12 to 47 months of age on the day of screening
* Written informed consent obtai...",No,2007-10-14,FDA-74295,4.41,0.98,21,26.39,2011-10-28,2012-10-20,2033-10-20,91,Pfizer,100,Senegal,42.5,29,16,78,12,53,67,55,0,4,2,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
FMP1/AS02A,Molecule Z,Biological,Malaria,Malaria,Phase 2,2007-06-01,"Sex: ALL; Age: >12 Months; Criteria: Inclusion Criteria:

All subjects must satisfy the following criteria at study entry:

* A healthy male or female child, 12 to 47 months of age on the day of screening
* Written informed consent obtai...",Yes,2008-04-22,FDA-66725,4.41,0.98,21,26.39,2011-10-28,2012-10-20,2033-10-20,34,Bayer,20,Senegal,38.5,33,35,97,38,15,13,45,0,1,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Rabies Vaccine,Molecule Z,Biological,Malaria,Malaria,Phase 2,2009-07-01,"Sex: ALL; Age: >1 Year; Criteria: Inclusion Criteria:

* Age 1-6 years inclusive at the time of screening
* Residing in Bandiagara town
* Appear to be in generally good health based on clinical and laboratory investigation
* Separate ...",Yes,2009-11-17,FDA-56938,4.41,0.98,21,26.39,2013-11-27,2014-11-20,2035-11-20,94,J&J,96,Kenya,53.83333333,75,40,42,11,86,69,73,2,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
FMP2.1/AS02A,TradeName X,Biological,Malaria,Malaria,Phase 2,2009-07-01,"Sex: ALL; Age: >1 Year; Criteria: Inclusion Criteria:

* Age 1-6 years inclusive at the time of screening
* Residing in Bandiagara town
* Appear to be in generally good health based on clinical and laboratory investigation
* Separate ...",Yes,2010-05-07,FDA-77096,4.41,0.98,21,26.39,2013-11-27,2014-11-20,2035-11-20,20,Merck,94,Kenya,39.66666667,49,16,53,64,22,34,73,1,4,3,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
HAVRIX,TradeName X,Biological,Malaria,Malaria,Phase 2,2022-10-31,"Sex: ALL; Age: >1 Year; Criteria: * INCLUSION CRITERIA FOR GROUPS 1,2,3:

All of the following criteria must be fulfilled for a volunteer to participate in this trial:

1. Meets age requirements for Arm currently being enrolled.
2. Av...",Yes,2023-09-13,FDA-41983,4.41,0.98,21,26.39,2027-03-29,2028-03-21,2049-03-21,72,Sanofi,66,Senegal,46,23,11,90,94,33,25,73,2,4,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
TYPHIM Vi (Salmonella typhi vaccine),TradeName X,Biological,Malaria,Malaria,Phase 2,2022-10-31,"Sex: ALL; Age: >1 Year; Criteria: * INCLUSION CRITERIA FOR GROUPS 1,2,3:

All of the following criteria must be fulfilled for a volunteer to participate in this trial:

1. Meets age requirements for Arm currently being enrolled.
2. Av...",Yes,2023-02-15,FDA-98339,4.41,0.98,21,26.39,2027-03-29,2028-03-21,2049-03-21,50,Bayer,2,Senegal,50.66666667,84,33,68,23,22,74,55,1,3,2,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
