innovation,alternative_names,category,technology,disease,target_population,indication,archetype,trial_status,Other_trial_status,date_trial_status,Other_trial_dates,nra_Kenya,nra_Senegal,nra_South_Africa,eml_Kenya,eml_Senegal,eml_South_Africa,nra_other_status,nra_other_date,nra_other_body,nra_note,gra,gra_date,gra_body,gra_note,eml_date,eml_country,eml_note,manufacturer,dalys,disease_prevalence,other_targeted_population,improvement,dalys_averted,deaths_averted,yll,hs_costs,dalys_monetized,prob_success,procurement,reg_approval,policy_readiness,social_context,guidelines,policy_implemented,date_market,country_supply,distribution,delivery_model,efficacy,expected_date_of_regulatory_approval,expected_date_of_first_launch,expected_date_of_market,...55,data_source,time_to_regulatory_approval,time_approval_to_first_launch,time_launch_to_20lmic,country,nra,eml,readiness,financing,impact_potential,introduction_readiness
APTIMA HIV-1 RNA Qualitative Assay,NA,Diagnostic,NA,HIV,pediatric HIV,To diagnose HIV infection in infants < 18 months of age,Unclassified / Insufficient information,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8000000,1400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,Kenya,No,No,NA,NA,73.59111455501989,23.77917629200965
Aqua K-Othrine,NA,VCPs,NA,Malaria,all ages malaria,"Conditional recommendation against, Very low certainty evidence: WHO suggests not using space spraying for the prevention and control of malaria in children and adults in areas with ongoing malaria transmission; IRS or ITNs should be prioritized instead.",New Chemical Entity — Simple,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2018-01-29,WHO_PQ,NA,NA,NA,NA,Bayer Crop Science Division,55000000,250000000,NA,NA,NA,NA,NA,45.8,NA,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-01-29,2018-05-26,2023-05-26,NA,https://www.impactglobalhealth.org/data/infectious-disease,2.62,0.32,5,South Africa,No,No,NA,NA,72.79067369177938,94.59046269673854
Aqua Reslin Super,NA,VCPs,NA,Malaria,all ages malaria,"Conditional recommendation against, Very low certainty evidence: WHO suggests not using space spraying for the prevention and control of malaria in children and adults in areas with ongoing malaria transmission; IRS or ITNs should be prioritized instead.",New Chemical Entity — Simple,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2018-01-29,WHO_PQ,NA,NA,NA,NA,Bayer Crop Science Division,55000000,250000000,NA,NA,NA,NA,NA,45.8,NA,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-01-29,2018-05-26,2023-05-26,NA,https://www.impactglobalhealth.org/data/infectious-disease,2.62,0.32,5,Senegal,No,No,NA,NA,50.479726288467646,56.82585951406509
Aquatain AMF,NA,VCPs,NA,Malaria,all ages malaria,"Conditional recommendation for, Low certainty evidence: WHO suggests the regular application of insecticides to water bodies (larviciding) for the prevention and control of malaria in children and adults as a supplementary intervention to ITNs or IRS in areas with ongoing malaria transmission where aquatic habitats are few, fixed and findable. ",New Chemical Entity — Simple,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2018-12-19,WHO_PQ,NA,NA,NA,NA,Aquatain Products Pty Ltd,55000000,250000000,NA,NA,NA,NA,NA,45.8,NA,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-12-19,2019-04-15,2024-04-14,NA,https://www.impactglobalhealth.org/data/infectious-disease,2.62,0.32,5,Kenya,No,No,NA,NA,26.70272366143763,81.99924494698644
Aquios CL flow cytometer,NA,Therapeutic,NA,HIV,adult HIV,For staging of advanced HIV disease; To monitor response to antiretroviral therapy (in settings where quantifying viral load is not available),New Chemical Entity — Simple,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000000,39400000,NA,NA,NA,NA,NA,45.8,NA,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,South Africa,No,No,NA,NA,45.884338652249426,83.32790146768093
Arakoda™,NA,Therapeutic,NA,Malaria,adult malaria,Indicated for the prophylaxis of malaria in patients aged 18 years and older for a maximum period of 6 months of continuous dosing.,Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2019-08-28,WHO_PQ,NA,NA,NA,NA,60 Degrees Pharmaceuticals; Walter Reed Army Institute of Research (WRAIR) (including Military HIV Research Program); GlaxoSmithKline (GSK),20000000,210000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-28,2019-12-23,2024-12-22,NA,NA,2.62,0.32,5,Senegal,No,No,NA,NA,44.89383770735003,89.14644965622574
ARCHITECT HIV Ag/Ab Combo,NA,Diagnostic,NA,HIV,all ages HIV,"To screen for or to aid in the diagnosis of HIV infection: adults, adolescents, children and infants > 18 months of age",Diagnostics — Assay development,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33000000,40800000,NA,NA,NA,NA,NA,8.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kenya,No,No,NA,NA,24.344178404426202,73.56647911574692
ARCO,NA,Therapeutic,NA,Malaria,adult malaria,Single dose treatment of uncomplicated P.falciparum malaria. Not recommended by WHO,Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kunming Pharmaceutical Corp (KPC),20000000,210000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Africa,No,No,NA,NA,68.44507469679229,91.04420266766101
Artemether,NA,Therapeutic,NA,Malaria,all ages malaria,"Second choice (when artesunate is not available) treatment of severe malaria (Plasmodium falciparum or vivax) in adults and children (including infants, pregnant women in all trimesters and lactating women). Once a patient has received at least 24 h of parenteral therapy and can tolerate oral therapy, complete treatment with 3 days of ACT.",New Chemical Entity — Simple,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sanofi,55000000,250000000,NA,NA,NA,NA,NA,45.8,NA,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Senegal,No,No,NA,NA,70.4255313554313,74.82732977252454
Artemether/Lumefantrine,Artemether-lumefantrine 5kg,Therapeutic,NA,Malaria,pediatric malaria,Uncomplicated P. falciparum infection; neonates and infants <5kg,Unclassified / Insufficient information,Phase 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Novartis,35000000,40000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kenya,No,No,NA,NA,56.998404808109626,31.76005326025188
Artemether/Lumefantrine,Artemether-lumefantrine-amodiaguine FDC,Therapeutic,NA,Malaria,adult malaria,Uncomplicated malaria treatment and resistance management,New Chemical Entity — Simple,Phase 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tridem/MORU,20000000,210000000,NA,NA,NA,NA,NA,45.8,NA,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Africa,No,No,NA,NA,36.31414127070457,66.04977084789425
Artemether/Lumefantrine,Artemether/Lumefantrine Tablet 20 mg/120 mg,Therapeutic,NA,Malaria,adult malaria,Treatment,Unclassified / Insufficient information,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Under review for WHO PQ,NA,NA,NA,NA,20000000,210000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Senegal,No,No,NA,NA,68.54299409664236,95.98734310921282
Artemether/Lumefantrine,Artemether/Lumefantrine Tablet 20mg/120mg,Therapeutic,NA,Malaria,adult malaria,Treatment,Unclassified / Insufficient information,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Under review for WHO PQ,NA,NA,NA,NA,20000000,210000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kenya,No,No,NA,NA,26.589472262421623,74.30182175152004
Artemether/Lumefantrine,Artemether/Lumefantrine Tablet 40 mg/240 mg,Therapeutic,NA,Malaria,adult malaria,Treatment,Unclassified / Insufficient information,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Under review for WHO PQ,NA,NA,NA,NA,20000000,210000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,South Africa,No,No,NA,NA,59.39648035331629,55.529058285057545
Artemether/Lumefantrine,Artemether/Lumefantrine Tablet 80 mg/480 mg,Therapeutic,NA,Malaria,adult malaria,Treatment,Unclassified / Insufficient information,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Under review for WHO PQ,NA,NA,NA,NA,20000000,210000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,Senegal,No,No,NA,NA,61.49418662767857,41.06662431359291
Artemether/Lumefantrine,Artemether/Lumefantrine Tablet 80mg/480mg,Therapeutic,NA,Malaria,adult malaria,Treatment,Unclassified / Insufficient information,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Under review for WHO PQ,NA,NA,NA,NA,20000000,210000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,Kenya,No,No,NA,NA,20.75605033780448,50.11353436950594
Artemether/Lumefantrine,"Artemether/Lumefantrine Tablet, Dispersible 20mg/120mg",Therapeutic,NA,Malaria,adult malaria,Treatment,Unclassified / Insufficient information,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Under review for WHO PQ,NA,NA,NA,NA,20000000,210000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Africa,No,No,NA,NA,58.51649986230768,52.90294838137925
Artemotil,NA,Therapeutic,NA,Malaria,adult malaria,Treatment of uncomplicated P. falciparum malaria,Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Artecef,20000000,210000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,Senegal,No,No,NA,NA,62.9563902632799,83.0410248497501
Arterolane/Piperaquine,NA,Therapeutic,NA,Malaria,adult malaria,"TPP-1: 3-day cure, artemisinin-based combination therapies",Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Pharma (including Ranbaxy),20000000,210000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,Kenya,No,No,NA,NA,43.29515649820678,19.570671296678483
Artesun®,NA,Therapeutic,NA,Malaria,all ages malaria,"Treatment of severe malaria (Plasmodium falciparum or vivax) in adults and children (including infants, pregnant women in all trimesters and lactating women). Once a patient has received at least 24 h of parenteral therapy and can tolerate oral therapy, complete treatment with 3 days of ACT.",New Chemical Entity — Simple,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2005-07-02,WHO_PQ,NA,NA,NA,NA,Guilin Pharmaceutical; Medicines for Malaria Venture (MMV),55000000,250000000,NA,NA,NA,NA,NA,45.8,NA,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-07-02,2005-10-27,2010-10-27,NA,https://www.impactglobalhealth.org/data/infectious-disease,2.62,0.32,5,South Africa,No,No,NA,NA,70.19585097790696,61.3969021756202
Artesunate Powder for solution for injection + Arginine/Sodium Bicarbonate Solution for injection 30mg+20mg/ml/8.4mg/ml,NA,Therapeutic,NA,Malaria,adult malaria,Treatment of severe malaria,Unclassified / Insufficient information,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Under review for WHO PQ,NA,NA,NA,NA,20000000,210000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,Senegal,No,No,NA,NA,68.3899728639517,59.91494454629719
Artesunate Rectocaps,NA,Therapeutic,NA,Malaria,pediatric malaria,Pre-referral treatment of severe malaria in children less than 6 years of age when IM artesunate is not available.,Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CIPLA Ltd; Medicines for Malaria Venture (MMV),35000000,40000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,Kenya,No,No,NA,NA,36.152189903659746,42.497513328678906
ASAQ Winthrop®,NA,Therapeutic,NA,Malaria,all ages malaria,"Treatment of uncomplicated P. falciparum malaria in adults, children and infants >5kg (except pregnant women in their first trimester)",Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sanofi; Drugs for Neglected Diseases initiative (DNDi),55000000,250000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Africa,No,No,NA,NA,34.537466331385076,58.824818960390985
ASMQ,NA,Therapeutic,NA,Malaria,all ages malaria,"Treatment of uncomplicated P. falciparum malaria in adults, children and infants >5kg (except pregnant women in their first trimester)",Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Drugs for Neglected Diseases initiative (DNDi); CIPLA Ltd; Medicines for Malaria Venture (MMV); Oswaldo Cruz Foundation (FIOCRUZ), Fundação Oswaldo Cruz (including FIOCRUZ Amazonia and Instituto Leônidas & Maria Deane (ILMD))",55000000,250000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,Senegal,No,No,NA,NA,16.261863264953718,15.883303433656693
Aspirin-IUGR,NA,Therapeutic,NA,MNCH,pregnancy,"IUGR, PE/E&PTL/PTB",Unclassified / Insufficient information,Phase 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aristotle University of Thessaloniki; Xinchang,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,Kenya,No,No,NA,NA,24.22060608631,73.71306553203613
ASSURE TB Rapid Test,NA,Diagnostic,NA,Tuberculosis,adult TB,Detection of active Mycobacterium Tuberculosis in clinical samples,Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MP Biomedicals,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,South Africa,No,No,NA,NA,35.157412545522675,70.81318123266101
Atomo HIV Self Test,NA,Diagnostic,NA,HIV,adult HIV,Diagnosis of infection with HIV-1 and HIV-2,Unclassified / Insufficient information,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000000,39400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,Senegal,No,No,NA,NA,77.40459825727157,83.04343822039664
Atosiban - PTL/PTB,NA,Therapeutic,NA,MNCH,pregnancy,Preterm labour/birth (PTL/PTB),Unclassified / Insufficient information,Phase 4 / Post-marketing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://bd.com,NA,NA,NA,Kenya,No,No,NA,NA,27.409027960384265,76.36273126862943
ATV/r (300/100 mg),NA,Diagnostic,NA,HIV,adult HIV,HIV treatment,Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Emcure, Viatric, Cipla, Desano, Sun Pharma",25000000,39400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,South Africa,No,No,NA,NA,84.24424274358898,21.595873618498445
Avioq HIV-1 Microelisa System,NA,Diagnostic,NA,HIV,all ages HIV,"To screen for or to aid in or to confirm the diagnosis of HIV infection: adults, adolescents, children and infants >  18 months of age",Diagnostics — Assay development,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33000000,40800000,NA,NA,NA,NA,NA,8.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Senegal,No,No,NA,NA,79.29611771949567,25.772937868721783
AwareTM HIV-1/2 OMT Oral HIV Self Test,NA,Diagnostic,NA,HIV,all ages HIV,Indicated for the detection of antibodies to HIV Type 1 (HIV-1) and Type 2 (HIV-2) in human oral fluid specimens (oral mucosal transudate),Unclassified / Insufficient information,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33000000,40800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kenya,No,No,NA,NA,79.75370802683756,35.5200787037611
Azithromycin,NA,Therapeutics,NA,MNCH,pregnancy,Treatment of PTL/PTB and Polycystic ovararian Syndrom (PCOS),Unclassified / Insufficient information,Phase 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Phizer, Beni-Suef University",45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Africa,No,No,NA,NA,75.11942134355195,24.048167012631893
Azvudine,NA,Therapeutic,NA,HIV,adult HIV,Indicated for the control of HIV-1 infection in treatment-naïve patients.,Unclassified / Insufficient information,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000000,39400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,Senegal,No,No,NA,NA,85.70177126443014,56.05532246828079
BCG (traveller vaccine),NA,Therapeutic,NA,Tuberculosis,pediatric TB,Prevention of tuberculosis especially severe forms in children,Unclassified / Insufficient information,Phase 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6000000,1100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,Kenya,No,No,NA,NA,26.289807576686144,36.18794956151396
BD FACSPresto Near-Patient CD4 Counter  with BD CD4%CD4/Hb Cartridge and BD FACSPresto Cartridges Kit,NA,Diagnostic,NA,HIV,adult HIV,For staging of advanced HIV disease; To monitor response to antiretroviral therapy (in settings where quantifying viral load is not available),New Chemical Entity — Simple,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000000,39400000,NA,NA,NA,NA,NA,45.8,NA,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,South Africa,No,No,NA,NA,91.290786662139,42.454899285919964
BD MAX MDR-TB,NA,Diagnostic,NA,Tuberculosis,adult TB,Mycobacterium Tuberculosis;Mycobacterium Tuberculosis Complex Species,Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,CE-IVDD;WHO recommended,NA,NA,NA,NA,"Becton, Dickinson and Company (BD)",28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,Senegal,No,No,NA,NA,92.84255651873536,91.48521662596613
Bedaquiline,NA,Therapeutic,NA,Tuberculosis,adult TB,"BPaLM - 6 months regimen - MDR/RR-TB;
BPaL - 6 months regimen - MDR-TB regimen with TB that is resistant to fluoroquinolones/pre-XDR-TB;
BDLLfxC - 6 months regimen - MDR/RR-TB, with or without fluoroquinolone resistance;
BLMZ/BLLfxCZ/BDLLfxZ - 9 months regimen - MDR/RR-TB with confirmed drug susceptibility to fluoroquinolones.",New Chemical Entity — Simple,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Under review for WHO PQ,NA,NA,NA,NA,28000000,9000000,NA,NA,NA,NA,NA,45.8,NA,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,Kenya,No,No,NA,NA,57.011148136807606,70.72720394749194
Benazepril,NA,Therapeutic,NA,MNCH,pregnancy,Preeclampsia/eclampsia (PE/E),Unclassified / Insufficient information,Phase 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Novartis; The University Hospital of Geneva,",45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,South Africa,No,No,NA,NA,18.009414548287168,35.02366676367819
"Benzathine benzylpenicillin",NA,Therapeutic,NA,MNCH,pregnancy,Syphillis treatment to prevent fetal mortality and reduce neonatal infection,Unclassified / Insufficient information,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,Senegal,No,No,NA,NA,24.45063527324237,62.55922960676253
BEPO,NA,Medical device,NA,"Malaria, MNCH, TB,",NA,Treatment and Prevention,Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/29/23,FDA_US,NA,NA,NA,NA,NA,NA,NA,NA,NA,MedinCell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,Kenya,No,No,NA,NA,21.81788505287841,59.9567858222872
Betamethasone,Betamethasone - IUGR,Therapeutics,NA,MNCH,pregnancy,Intrauterine growth restriction (IUGR),Unclassified / Insufficient information,Phase 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/22/91,TGA,Also FDA 2024-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,South Africa,No,No,NA,NA,21.390000720275566,31.64749737083912
Betamethasone,Betamethasone - PTL/PTB,Therapeutics,NA,MNCH,pregnancy,Antenatal corticosteroid therapy,Unclassified / Insufficient information,Phase 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,Senegal,No,No,NA,NA,74.54076551483013,23.13124798797071
Beyfortus,NA,Therapeutic,NA,MNCH,pregnancy,Prevention of Respiratory syncytial virus (RSV),Unclassified / Insufficient information,Phase 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2024-01-01,"Saudi Arabia-SFDA
Argentina-ANMAT-R
Uruguay-AETSU
Paraguay-DINAVISA
BRAZIL-ANVISA-R
USA-USFDA-R
GREENLAND-EMA(EUROPE)",NA,NA,NA,NA,"AstraZeneca plc (AZ), Sanofi S.A.",45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-01-01,2024-04-27,2029-04-27,NA,https://www.impactglobalhealth.org/data/infectious-disease,2.62,0.32,5,Kenya,No,No,NA,NA,55.16624724492431,34.799100724980235
